"type","city","year","n"
"","","2000","800000.0"
"","","2011","5.09"
"","","2012","4.85"
"","Malatya-44","1995","91209.0"
"","","1996","169000.0"
"","","1997","180000.0"
"","","1998","750000.0"
"","","1999","1100000.0"
"","","2000","925000.0"
"","","2002","2230000.0"
"","","2003","1900.0"
"","","2004","2150.0"
"","","2005","2.22"
"","","2006","3.45"
"","","2007","4.0"
"","","2008","4.8"
"","","2009","7.25"
"","","2010","2.98"
"","","2011","4.76"
"","","2012","4.68"
"","Manisa-45","1995","91209.0"
"","","1996","132500.0"
"","","1997","332000.0"
"","","1998","521500.0"
"","","1999","880000.0"
"","","2000","700000.0"
"","","2001","700000.0"
"","","2002","1725000.0"
"","","2003","2067.0"
"","","2004","2440.0"
"","","2005","2.52"
"","","2006","2.82"
"","","2007","4.0"
"","","2008","4.0"
"","","2009","5.16"
"","","2010","5.87"
"","","2011","4.69"
"","","2012","4.16"
"","Mardin-47","1996","137500.0"
"","","2001","1150000.0"
"","","2011","4.98"
"","","2012","5.02"
"","Mersin-33","1995","91209.0"
"","","1996","175500.0"
"","","1997","350000.0"
"","","1998","566000.0"
"","","1999","810000.0"
"","","2000","850000.0"
"","","2001","850000.0"
"","","2002","1800000.0"
"","","2003","2200.0"
"","","2004","2290.0"
"","","2005","2.37"
"","","2006","2.67"
"","","2007","4.0"
"","","2008","3.98"
"","","2009","4.17"
"","","2010","4.7"
"","","2011","5.28"
"","","2012","4.54"
"","Muğla-48","1995","91209.0"
"","","1996","158000.0"
"","","1997","340000.0"
"","","1998","577500.0"
"","","1999","850000.0"
"","","2000","1150000.0"
"","","2001","1150000.0"
"","","2002","2700000.0"
"","","2003","3250.0"
"","","2004","2950.0"
"","","2005","3.05"
"","","2006","3.09"
"","","2011","6.73"
"","","2012","6.85"
"","Muş-49","1995","91209.0"
"","","1996","150000.0"
"","","1997","326000.0"
"","","1998","475000.0"
"","Nevşehir-50","1995","91209.0"
"","","1996","190000.0"
"","","2011","5.38"
"","Niğde-51","1995","91209.0"
"","","1996","222500.0"
"","","1997","450000.0"
"","","1998","475000.0"
"","","1999","850000.0"
"","","2000","1075000.0"
"","","2011","6.27"
"","","2012","5.73"
"","Ordu-52","1995","91209.0"
"","","1996","156500.0"
"","","1997","370000.0"
"","","1999","640000.0"
"","","2011","6.35"
"","","2012","6.06"
"","Osmaniye-80","1997","308000.0"
"","","2011","4.94"
"","","2012","5.14"
"","Rize-53","1995","91209.0"
"","","1996","140000.0"
"","","1997","200000.0"
"","","1998","625000.0"
"","","2001","1150000.0"
"","Sakarya-54","1995","91209.0"
"","","1996","180500.0"
"","","1997","300000.0"
"","","1998","684500.0"
"","","1999","760000.0"
"","","2000","1030000.0"
"","","2001","1030000.0"
"","","2002","2083000.0"
"","","2003","2393.0"
"","","2004","2290.0"
"","","2005","2.37"
"","","2006","2.57"
"","","2007","2.9"
"","","2008","3.89"
"","","2009","5.7"
"","","2010","5.55"
"","","2011","4.09"
"","","2012","5.03"
"","Samsun-55","1995","91209.0"
"","","1996","156000.0"
"","","1997","300000.0"
"","","1998","550000.0"
"","","1999","650000.0"
"","","2000","900000.0"
"","","2001","900000.0"
"","","2002","1335000.0"
"","","2003","1725.0"
"","","2004","1800.0"
"","","2005","1.86"
"","","2006","2.36"
"","","2007","4.0"
"","","2008","4.67"
"","","2009","5.42"
"","","2010","4.59"
"","","2011","6.17"
"","","2012","6.18"
"","Şanlıurfa-63","1996","108500.0"
"","","2001","1000000.0"
"","","2011","4.51"
"","","2012","5.04"
"","Siirt-56","1996","100000.0"
"","","2011","3.6"
"","","2012","5.0"
"","Sinop-57","1995","91209.0"
"","","1996","191500.0"
"","","1997","300000.0"
"","","1998","500000.0"
"","","1999","600000.0"
"","","2000","800000.0"
"","","2001","800000.0"
"","","2011","8.0"
"","Şırnak-73","1996","100000.0"
"","","2011","4.9"
"","","2012","4.5"
"","Sivas-58","1995","91209.0"
"","","1996","210000.0"
"","","1997","350000.0"
"","","1998","633500.0"
"","","1999","665000.0"
"","","2000","775000.0"
"","","2001","775000.0"
"","","2011","6.41"
"","","2012","6.57"
"","Tekirdağ-59","1995","91209.0"
"","","1996","112500.0"
"","","1997","285000.0"
"","","1998","508500.0"
"","","1999","750000.0"
"","","2011","6.3"
"","","2012","5.93"
"","Tokat-60","1995","91209.0"
"","","1996","175000.0"
"","","1997","400000.0"
"","","1998","550000.0"
"","","1999","720000.0"
"","","2000","1000000.0"
"","","2001","1000000.0"
"","","2003","1600.0"
"","","2011","4.47"
"","","2012","5.0"
"","Trabzon-61","1995","91209.0"
"","","1996","107500.0"
"","","1997","350000.0"
"","","1998","600000.0"
"","","1999","850000.0"
"","","2000","1237500.0"
"","","2011","6.67"
"","","2012","6.98"
"","Tunceli-62","2012","1.5"
"","Uşak-64","1995","91209.0"
"","","1996","209000.0"
"","","1997","400000.0"
"","","1998","608500.0"
"","","1999","790000.0"
"","","2000","1100000.0"
"","","2001","1100000.0"
"","","2002","1975000.0"
"","","2003","2175.0"
"","","2004","2250.0"
"","","2005","2.33"
"","","2006","2.56"
"","","2007","4.3"
"","","2011","3.79"
"","","2012","3.75"
"","Van-65","1996","136500.0"
"","","2004","3000.0"
"","","2011","5.42"
"","","2012","5.63"
"","Yalova-77","1995","91209.0"
"","","1996","150000.0"
"","","2000","934500.0"
"","","2001","934500.0"
"","","2002","1050000.0"
"","","2003","1900.0"
"","","2011","5.71"
"","","2012","6.0"
"","Yozgat-66","1995","91209.0"
"","","1996","149000.0"
"","","1997","325000.0"
"","","1998","532500.0"
"","","1999","700000.0"
"","","2000","766500.0"
"","","2001","766500.0"
"","","2006","2.38"
"","","2011","5.76"
"","","2012","5.49"
"","Zonguldak-67","1995","91209.0"
"","","1996","104000.0"
"10.12.10.20.00. (Hindi Etleri, Taze Veya Soğutulmuş, Bütün Halde) - Kilogram","Adana-1","2011","10.5"
"","","2012","12.0"
"","Adıyaman-2","1996","240000.0"
"","Afyonkarahisar-3","2011","5.0"
"","Ağrı-4","2011","7.94"
"","","2012","7.65"
"","Aksaray-68","1996","180000.0"
"","","2011","12.13"
"","","2012","8.46"
"","Ankara-6","1996","200000.0"
"","","1997","525000.0"
"","","1998","700000.0"
"","","1999","1250000.0"
"","","2011","8.32"
"","","2012","9.23"
"","Antalya-7","2001","1500000.0"
"","","2003","4500.0"
"","","2004","4000.0"
"","","2005","4.14"
"","","2006","4.33"
"","","2011","7.5"
"","","2012","6.17"
"","Ardahan-75","1996","300000.0"
"","","2011","14.64"
"","","2012","13.21"
"","Aydın-9","2000","1500000.0"
"","","2001","1500000.0"
"","","2002","2500000.0"
"","","2004","4000.0"
"","Balıkesir-10","2011","10.0"
"","","2012","10.04"
"","Bartın-74","2011","9.0"
"","","2012","9.17"
"","Batman-72","2011","8.08"
"","","2012","7.4"
"","Bilecik-11","1997","550000.0"
"","","1998","1000000.0"
"","Bingöl-12","1996","200000.0"
"","","2011","8.0"
"","Bitlis-13","2011","5.0"
"","","2012","5.0"
"","Bolu-14","1996","300000.0"
"","","1998","800000.0"
"","","1999","1250000.0"
"","","2000","1865000.0"
"","","2001","1865000.0"
"","","2002","3000000.0"
"","","2003","5400.0"
"","","2004","5000.0"
"","","2005","5.17"
"","","2006","5.13"
"","","2007","6.9"
"","","2008","4.67"
"","","2009","6.08"
"","","2010","5.83"
"","","2011","7.78"
"","","2012","8.0"
"","Burdur-15","1996","300000.0"
"","","1997","450000.0"
"","Bursa-16","2011","7.24"
"","","2012","8.49"
"","Çanakkale-17","1997","600000.0"
"","","2011","9.09"
"","","2012","10.03"
"","Çankırı-18","2001","1300000.0"
"","","2011","10.67"
"","","2012","13.0"
"","Çorum-19","1996","200000.0"
"","","1997","475000.0"
"","","2000","1300000.0"
"","","2001","1300000.0"
"","","2002","3500000.0"
"","","2003","3750.0"
"","","2004","5000.0"
"","","2005","5.17"
"","","2006","6.0"
"","","2011","9.03"
"","","2012","12.0"
"","Diyarbakır-21","1996","250000.0"
"","","2011","7.46"
"","","2012","7.94"
"","Edirne-22","1996","200000.0"
"","","1997","400000.0"
"","","2002","3750000.0"
"","","2003","4750.0"
"","","2004","5370.0"
"","Elazığ-23","1997","400000.0"
"","","2011","8.35"
"","","2012","10.11"
"","Erzincan-24","2011","7.75"
"","","2012","8.08"
"","Erzurum-25","1996","300000.0"
"","","2011","6.06"
"","","2012","6.75"
"","Eskişehir-26","2002","3900000.0"
"","","2003","4500.0"
"","","2004","4500.0"
"","","2005","4.65"
"","","2006","6.14"
"","","2007","5.6"
"","","2008","6.65"
"","","2009","6.64"
"","","2010","9.04"
"","","2011","7.65"
"","","2012","9.58"
"","Gaziantep-27","1996","200000.0"
"","","1997","500000.0"
"","","2011","7.5"
"","Hakkari-30","1996","240000.0"
"","","2012","7.5"
"","Hatay-31","2011","8.74"
"","","2012","6.26"
"","Iğdır-76","2012","8.0"
"","Isparta-32","1997","500000.0"
"","","1998","1000000.0"
"","","1999","1500000.0"
"","","2003","3000.0"
"","","2004","4000.0"
"","","2005","4.14"
"","","2006","5.46"
"","","2011","12.38"
"","","2012","13.5"
"","İstanbul-34","1997","450000.0"
"","","2006","5.26"
"","","2007","7.0"
"","","2008","5.38"
"","","2009","7.83"
"","","2010","7.65"
"","","2011","8.15"
"","İzmir-35","1997","600000.0"
"","","1999","810000.0"
"","","2000","1350000.0"
"","","2001","1350000.0"
"","","2002","2950000.0"
"","","2003","5000.0"
"","","2004","4500.0"
"","","2005","4.65"
"","","2007","4.0"
"","","2008","4.84"
"","","2009","6.61"
"","","2010","7.53"
"","","2011","11.25"
"","","2012","12.08"
"","Kahramanmaraş-46","1998","800000.0"
"","","1999","950000.0"
"","","2000","1600000.0"
"","","2011","7.29"
"","","2012","7.89"
"","Karabük-78","2011","15.0"
"","Karaman-70","2011","7.83"
"","","2012","6.0"
"","Kars-36","1996","270000.0"
"","","1997","450000.0"
"","","2004","5000.0"
"","","2011","11.92"
"","","2012","10.85"
"","Kastamonu-37","2011","11.69"
"","","2012","13.0"
"","Kayseri-38","1997","400000.0"
"","","1998","775000.0"
"","","1999","1000000.0"
"","Kırklareli-39","2011","7.94"
"","","2012","7.71"
"","Kırşehir-40","2011","11.0"
"","","2012","10.28"
"","Kocaeli-41","1996","300000.0"
"","","1997","650000.0"
"","","1998","1100000.0"
"","","1999","1500000.0"
"","","2012","10.0"
"","Konya-42","1996","200000.0"
"","","1997","375000.0"
"","","2011","9.17"
"","","2012","9.24"
"","Kütahya-43","2011","7.8"
"","","2012","7.07"
"","Malatya-44","1997","600000.0"
"","","2011","10.25"
"","","2012","13.0"
"","Manisa-45","2011","9.0"
"","","2012","11.17"
"","Mardin-47","2011","8.36"
"","","2012","9.18"
"","Mersin-33","1996","200000.0"
"","","2000","2250000.0"
"","","2011","8.06"
"","","2012","6.83"
"","Muğla-48","2011","7.29"
"","","2012","8.0"
"","Muş-49","1996","400000.0"
"","","1997","499000.0"
"","","1998","750000.0"
"","","2011","8.0"
"","","2012","8.0"
"","Nevşehir-50","2012","15.0"
"","Niğde-51","2011","7.4"
"","","2012","7.15"
"","Ordu-52","1999","1250000.0"
"","","2011","7.0"
"","Sakarya-54","2005","4.65"
"","","2006","6.14"
"","","2011","10.75"
"","","2012","11.42"
"","Samsun-55","1998","900000.0"
"","","2005","4.65"
"","","2011","7.12"
"","","2012","10.2"
"","Şanlıurfa-63","1996","300000.0"
"","","2011","6.17"
"","","2012","7.34"
"","Siirt-56","2011","8.36"
"","","2012","7.91"
"","Sivas-58","1997","750000.0"
"","","1999","1500000.0"
"","","2011","11.0"
"","","2012","9.7"
"","Tekirdağ-59","1997","500000.0"
"","","2011","8.0"
"","","2012","6.13"
"","Uşak-64","2002","2000000.0"
"","","2011","6.83"
"","","2012","10.0"
"","Van-65","1997","400000.0"
"","","2005","4.65"
"","","2006","6.14"
"","","2007","5.5"
"","","2008","5.38"
"","","2009","5.69"
"","","2011","8.7"
"","","2012","8.0"
"","Yalova-77","1999","1200000.0"
"","","2000","1750000.0"
"","","2001","1750000.0"
"","","2012","8.25"
"","Yozgat-66","1996","200000.0"
"","","1997","400000.0"
"","","1998","800000.0"
"","","2011","7.48"
"10.41.23.10.00. (Natürel/Sızma Zeytinyağı Ve Fraksiyonları (Kimyasal Olarak Değiştirilenler Hariç)) - Kilogram","Adana-1","2013","7.56"
"","","2014","8.93"
"","","2015","10.7"
"","","2016","11.61"
"","Adıyaman-2","2015","15.0"
"","","2016","15.34"
"","Antalya-7","2013","8.55"
"","","2014","9.2"
"","","2015","10.35"
"","","2016","13.53"
"","Aydın-9","2013","5.84"
"","","2014","6.49"
"","","2015","8.95"
"","","2016","10.18"
"","Balıkesir-10","2013","5.77"
"","","2014","6.92"
"","","2015","9.45"
"","","2016","13.19"
"","Çanakkale-17","2013","6.37"
"","","2014","8.4"
"","","2015","12.16"
"","","2016","16.22"
"","Denizli-20","2013","7.1"
"","","2014","11.81"
"","","2015","16.23"
"","","2016","17.69"
"","Gaziantep-27","2013","6.43"
"","","2014","7.63"
"","","2015","9.1"
"","","2016","11.94"
"","Hatay-31","2013","5.5"
"","","2014","6.58"
"","","2015","7.68"
"","","2016","9.11"
"","İzmir-35","2013","6.14"
"","","2014","8.59"
"","","2015","11.96"
"","","2016","12.53"
"","Kahramanmaraş-46","2015","8.14"
"","","2016","7.82"
"","Karaman-70","2013","6.04"
"","","2014","6.64"
"","","2015","6.64"
"","","2016","6.64"
"","Kilis-79","2014","9.5"
"","","2015","9.81"
"","","2016","12.73"
"","Manisa-45","2013","5.54"
"","","2014","5.84"
"","","2015","8.96"
"","","2016","11.51"
"","Mersin-33","2013","6.67"
"","","2014","7.49"
"","","2015","11.67"
"","","2016","11.94"
"","Muğla-48","2013","6.23"
"","","2014","7.51"
"","","2015","9.61"
"","","2016","14.5"
"","Osmaniye-80","2013","8.0"
"","","2014","8.0"
"","","2015","9.72"
"","","2016","12.08"
"","Sakarya-54","2014","11.5"
"","","2015","11.55"
"","","2016","13.03"
"","Şanlıurfa-63","2013","6.5"
"","","2014","6.6"
"","","2015","7.2"
"","","2016","10.97"
"","Tekirdağ-59","2013","7.37"
"","","2014","8.59"
"","","2015","11.67"
"","","2016","15.86"
"","Yalova-77","2013","11.37"
"","","2014","8.87"
"","","2015","13.19"
"","","2016","16.48"
"10.41.23.30.00. (Yalnızca Zeytinden Elde Edilen Yağlar Ve Fraksiyonları, Ham (Natürel/Sızma Zeytinyağlarıyla Veya Rafine Edilmiş Olanlarla Harmanlananlar Dahil) (Natürel/Sızma Zeytin Yağı Ve Kimyasal  - Kilogram","Adana-1","1980","9000.0"
"","","1981","18944.0"
"","","1982","19583.0"
"","","1983","21566.0"
"","","1984","45000.0"
"","","2013","7.64"
"","","2014","9.28"
"","","2015","10.18"
"","","2016","12.85"
"","Adıyaman-2","2015","12.99"
"","","2016","13.67"
"","Antalya-7","1980","13644.0"
"","","1981","16583.0"
"","","1982","17610.0"
"","","1983","20103.0"
"","","1984","31972.0"
"","","2013","7.2"
"","","2014","7.34"
"","","2015","7.53"
"","","2016","8.52"
"","Artvin-8","1980","12916.0"
"","","1981","21562.0"
"","","1982","20000.0"
"","","1983","21500.0"
"","","1984","43500.0"
"","","2013","19.64"
"","","2014","20.46"
"","Aydın-9","1980","13777.0"
"","","1981","13576.0"
"","","1982","15019.0"
"","","1983","15907.0"
"","","1984","32825.0"
"","","2013","4.89"
"","","2014","6.03"
"","","2015","7.31"
"","","2016","8.69"
"","Balıkesir-10","1980","13055.0"
"","","1981","15900.0"
"","","1982","16654.0"
"","","1983","18704.0"
"","","1984","33729.0"
"","","2013","4.81"
"","","2014","6.64"
"","","2015","7.76"
"","","2016","10.85"
"","Bilecik-11","1984","45000.0"
"","Burdur-15","1984","41250.0"
"","","2013","8.0"
"","","2014","8.0"
"","","2015","8.0"
"","","2016","8.0"
"","Bursa-16","1980","13450.0"
"","","1981","17455.0"
"","","1982","17083.0"
"","","1983","19650.0"
"","","1984","32888.0"
"","Çanakkale-17","1980","13680.0"
"","","1981","17523.0"
"","","1982","18008.0"
"","","1983","19625.0"
"","","1984","34486.0"
"","","2013","4.78"
"","","2014","6.39"
"","","2015","8.69"
"","","2016","13.18"
"","Denizli-20","1980","14600.0"
"","","1984","38388.0"
"","","2013","6.34"
"","","2014","9.93"
"","","2015","11.93"
"","","2016","13.43"
"","Gaziantep-27","1980","14033.0"
"","","1981","15916.0"
"","","1982","15291.0"
"","","1983","17941.0"
"","","1984","34763.0"
"","","2013","6.21"
"","","2014","6.85"
"","","2015","8.22"
"","","2016","11.01"
"","Hatay-31","1980","13517.0"
"","","1981","14827.0"
"","","1982","14937.0"
"","","1983","16941.0"
"","","1984","34898.0"
"","","2013","4.51"
"","","2014","5.63"
"","","2015","6.84"
"","","2016","8.33"
"","Isparta-32","1984","38000.0"
"","İstanbul-34","1980","15000.0"
"","","1981","20000.0"
"","","1982","20000.0"
"","","1983","23000.0"
"","","1984","44166.0"
"","İzmir-35","1980","13439.0"
"","","1981","13917.0"
"","","1982","15240.0"
"","","1983","17404.0"
"","","1984","32483.0"
"","","2013","4.95"
"","","2014","6.13"
"","","2015","9.0"
"","","2016","11.61"
"","Kahramanmaraş-46","1980","13333.0"
"","","1981","17111.0"
"","","1982","15500.0"
"","","1983","21833.0"
"","","1984","40000.0"
"","","2013","5.86"
"","","2014","5.98"
"","","2015","11.83"
"","","2016","12.32"
"","Karaman-70","2013","7.0"
"","","2014","7.86"
"","","2015","12.73"
"","","2016","13.92"
"","Kilis-79","2013","5.81"
"","","2014","6.91"
"","","2015","9.21"
"","","2016","10.53"
"","Kocaeli-41","1980","13333.0"
"","","1981","21916.0"
"","","1982","20000.0"
"","","1983","23000.0"
"","","1984","43833.0"
"","Konya-42","1984","40666.0"
"","Malatya-44","1983","18180.0"
"","Manisa-45","1980","14370.0"
"","","1981","14960.0"
"","","1982","15874.0"
"","","1984","33870.0"
"","","2013","4.89"
"","","2014","6.24"
"","","2015","7.92"
"","","2016","11.62"
"","Mardin-47","1984","35000.0"
"","Mersin-33","1980","12744.0"
"","","1981","19083.0"
"","","1982","19154.0"
"","","1983","19138.0"
"","","1984","33809.0"
"","","2013","5.99"
"","","2014","7.71"
"","","2015","11.16"
"","","2016","13.81"
"","Muğla-48","1980","13455.0"
"","","1981","14467.0"
"","","1982","16645.0"
"","","1983","17696.0"
"","","1984","28684.0"
"","","2013","5.36"
"","","2014","5.54"
"","","2015","8.59"
"","","2016","10.8"
"","Osmaniye-80","2013","6.14"
"","","2014","7.6"
"","","2015","8.68"
"","","2016","11.61"
"","Sakarya-54","2014","9.07"
"","","2015","9.05"
"","","2016","9.5"
"","Şanlıurfa-63","1984","28000.0"
"","","2013","6.54"
"","","2014","7.37"
"","","2015","8.53"
"","","2016","10.08"
"","Tekirdağ-59","1980","15000.0"
"","","1984","35000.0"
"","","2013","7.0"
"","","2014","7.0"
"","","2015","7.0"
"","","2016","7.0"
"","Trabzon-61","1984","37500.0"
"","Yalova-77","2013","9.53"
"","","2014","7.5"
"","","2015","10.46"
"","","2016","12.89"
"10.51.30.50.00. (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) - Kilogram","Adana-1","1980","27919.0"
"","","1981","29474.0"
"","","1982","43901.0"
"","","1983","57099.0"
"","","1984","80595.0"
"","","1985","1300.0"
"","","1986","1630.0"
"","","1987","2091.0"
"","","1988","3428.0"
"","","1989","5075.0"
"","","1990","8707.0"
"","","1991","14089.0"
"","","1992","22486.0"
"","","1993","35523.0"
"","","1994","75509.0"
"","","1995","163945.0"
"","","1996","296833.0"
"","","1997","508897.0"
"","","1998","950556.0"
"","","1999","1463171.0"
"","","2000","1858822.75"
"","","2001","2779601.52"
"","","2002","3742739.9"
"","","2003","4673.55"
"","","2004","5608.68"
"","","2005","6.75"
"","","2006","7.31"
"","","2007","6.89"
"","","2008","7.96"
"","","2009","9.28"
"","","2010","10.13"
"","","2011","10.89"
"","","2012","12.95"
"","","2013","14.25"
"","","2014","18.52"
"","","2015","22.32"
"","","2016","22.81"
"","Adıyaman-2","1980","32587.0"
"","","1981","40773.0"
"","","1982","53293.0"
"","","1983","69999.0"
"","","1984","91388.0"
"","","1985","1784.0"
"","","1986","2364.0"
"","","1987","2864.0"
"","","1988","4380.0"
